timestamp,user_id,age,income,email,credit_score,churn
2026-05-04T21:16:33.918565,8270,46,-100,user_0@example.com,666,0
2026-05-04T21:16:33.918565,1860,72,-100,user_1@example.com,580,0
2026-05-04T21:16:33.918565,6390,56,-100,user_2@example.com,427,0
2026-05-04T21:16:33.918565,6191,20,-100,user_3@example.com,528,0
2026-05-04T21:16:33.918565,6734,49,-100,user_4@example.com,410,0
2026-05-04T21:16:33.918565,7265,27,-100,user_5@example.com,435,0
2026-05-04T21:16:33.918565,1466,27,-100,user_6@example.com,661,0
2026-05-04T21:16:33.918565,5426,36,-100,user_7@example.com,485,1
2026-05-04T21:16:33.918565,6578,63,-100,user_8@example.com,428,0
2026-05-04T21:16:33.918565,9322,51,-100,user_9@example.com,560,0
2026-05-04T21:16:33.918565,2685,200,-100,user_10@example.com,814,1
2026-05-04T21:16:33.918565,1769,200,41927,user_11@example.com,748,1
2026-05-04T21:16:33.918565,7949,200,106475,user_12@example.com,403,0
2026-05-04T21:16:33.918565,3433,200,81367,user_13@example.com,782,0
2026-05-04T21:16:33.918565,6311,200,117955,user_14@example.com,523,1
2026-05-04T21:16:33.918565,6051,200,32588,user_15@example.com,790,1
2026-05-04T21:16:33.918565,7420,200,141750,user_16@example.com,772,0
2026-05-04T21:16:33.918565,2184,200,121678,user_17@example.com,309,0
2026-05-04T21:16:33.918565,5555,200,124734,user_18@example.com,704,0
2026-05-04T21:16:33.918565,4385,200,138154,user_19@example.com,601,0
2026-05-04T21:16:33.918565,7396,200,72233,user_20@example.com,530,0
